ff8083f4e6f7e2dd36cbe9a3a68d74f9,f,t,t.1,t.2,f.1,t.3,f.2,f.3,60.0,2.0,3.0
b6e68c5d4046d94ff3c6c5cadbd82e05,f,f,t,t,f,t,t,f,60.0,0.0,5.0
b6324601e40c0084af8fd39262c12c19,f,t,t,f,f,t,t,f,28.0,1.0,15.0
b5e69e10012db197237042ba86419f84,f,f,t,f,f,f,t,f,,0.0,2.0
b5c9d89a13144ce2217da94b8f678a85,f,,f,,f,,,,,,
b5b2edc3f8f96c07c89f5993023fdee3,f,f,t,t,t,t,f,f,80.0,0.0,6.0
b4ec9708f8ed0f8152ea6eb618911157,f,f,t,f,f,t,t,f,,0.0,3.0
b44c1ad2f67aa22040c43a21663492f5,f,t,t,t,f,t,t,f,42.0,2.0,19.0
b4380ac3b5d42d43eda40df556d86c91,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b4225d979f113c1b2968ba5bef4ab6e6,f,,f,,f,,,,,,
b368668a0282a9c50514bdc0e9036414,f,f,t,t,f,t,f,f,33.0,0.0,3.0
b35a615a33818821259219fc13f8b8d8,f,,f,,f,,,,,,
b3360f9013c1bcbb066ddd5a844aa3f5,f,f,t,f,f,t,t,f,60.0,0.0,7.0
b303b75d06b6b903b963d9743c5ef65a,f,t,t,t,f,t,t,f,33.0,3.0,4.0
b2a3a44db62614f3852d593a6565f70b,f,f,t,t,f,f,t,f,50.0,0.0,2.0
b1fcb1abacd47815d26ad0df75202283,f,f,t,t,t,f,t,f,100.0,0.0,1.0
b1c04b9b6e3b3ba4635a8af1171f8f28,f,f,f,t,t,f,f,f,100.0,0.0,1.0
b12989af7a0bbe5ec1f0acc1ecba7939,f,f,t,f,f,f,t,f,0.0,0.0,2.0
b119b019c2c5bcb149028e9f3b6461ed,f,f,t,t,f,f,t,f,,0.0,1.0
b1049d9609a9e1e539cfa86a1ab5badd,f,t,t,t,f,t,t,f,50.0,1.0,7.0
b03b8b9986d8b21c05a694a1b189ce8f,f,f,t,t,f,f,t,f,50.0,0.0,2.0
afe2da9541a87ba9cddf35e5db150b9a,f,f,t,t,f,t,f,f,22.0,0.0,7.0
af6955a883418791b37a268d8f673f45,f,f,t,f,t,t,t,f,100.0,0.0,11.0
af3e9128ec3c9a36f0ac44deb815dea1,f,f,t,f,f,f,t,f,0.0,0.0,1.0
af2e1e56a44ed6459ef0c34c9e4c1ad5,f,f,t,t,f,t,t,f,,0.0,6.0
aefb2f34c12316cb5040d07ec0586195,f,f,t,f,f,f,t,f,0.0,0.0,2.0
aea6498af7731267b8fa04ad51c9fd0e,f,t,t,t,t,f,f,f,100.0,1.0,0.0
ae6526f382318ca19d121853ceda2e0c,f,f,t,t,f,f,t,f,,0.0,2.0
ae40bf76fe519081c9cc116364432260,f,f,t,f,f,f,t,f,0.0,0.0,2.0
addf53333107fb54378ae4de90096976,f,f,t,t,f,f,t,f,,0.0,2.0
adb8d5f7713786e3c3767932f3548d9c,f,f,t,f,f,f,f,f,,0.0,2.0
adaf994222ba44d3b185db276550f6cc,f,t,t,t,f,t,f,f,50.0,3.0,5.0
ad8e3fdd6a664cdb3dbecd40a183921b,f,,f,,f,,,,,,
ad5d9f5435b2ebf6bdce6e28894cb8bf,f,f,t,f,f,f,t,f,0.0,0.0,1.0
ac361d086f0443aed9cbcdb40feb8221,f,,f,,f,,,,,,
ac2621c5a79e436982e35a83f8974fd4,f,f,t,t,f,t,f,f,50.0,0.0,3.0
abfdd0bea8097af8e99f8618153b5e84,f,f,t,t,f,f,t,f,,0.0,1.0
ab9436cbc0a8bb28585db21c6dd5766d,f,f,t,t,f,t,t,f,60.0,0.0,4.0
ab39574a75969ca01e1265197cb967b3,f,f,f,t,f,f,f,f,50.0,0.0,2.0
ab0581c685173337704424d8613bf1f8,f,,f,,f,,,,,,
ab049fe088aa71468c051348553be7b0,t,t,t,t,t,t,t,f,73.0,2.0,14.0
aac1aa234890e57dd0225411e031360b,f,f,t,t,t,t,t,f,100.0,0.0,5.0
aa20118aaddaad131548250da3cd5490,f,f,t,f,f,f,t,f,0.0,0.0,2.0
a9fe7c39383c4edea05b71c87ba7e626,f,f,t,t,f,f,t,f,0.0,0.0,2.0
a99fc769d0f8fa97995db2ff19810d4a,f,f,f,t,f,t,f,f,,0.0,4.0
a93684add860afa02c6cc86a8409ba18,f,t,t,t,f,t,t,f,36.0,8.0,3.0
a91de04c9c37e3aa7b4982c2e47c1079,f,f,t,t,t,t,t,f,75.0,0.0,8.0
a8c4330ba99450ecef9b5a213f27dc80,f,,f,,f,,,,,,
a81970fedad592b7eb5769d35cf06730,f,,f,,f,,,,,,
a7407086d995f9bdbf75c1f3a151f552,f,f,t,f,f,f,t,f,0.0,0.0,1.0
a72de45c11f9d16d5c7627a707823460,f,f,t,t,t,t,t,f,66.0,0.0,5.0
a64a38e87c0bc9482ac1a97d78905559,f,t,t,t,f,t,t,f,57.0,4.0,3.0
a5cce7ee4d128a12e2b47cfb9450d80d,f,f,f,f,t,f,f,f,100.0,0.0,1.0
a5c106638cb72f25e7f362dfe0bd4f29,f,t,t,t,f,t,t,f,16.0,2.0,4.0
a587aff19ebf0a97c8844948df9daa64,f,,f,,f,,,,,,
a56d94f9b41f1847acd5678c46cf9a4a,f,f,f,f,f,f,f,f,,0.0,1.0
a4fc2e476675d3f7b99cc2c41a18c76d,f,t,t,t,t,f,f,f,100.0,1.0,1.0
a4f387ed9d8eb475d5e8a65891020c32,f,f,t,f,f,f,t,f,,0.0,2.0
a4a26ca18a6385ed3d1961fad7a81b37,f,t,t,t,f,t,t,f,38.0,2.0,9.0
a496432083e7f9a70993f6e673486a2a,f,t,t,t,f,t,t,f,55.0,1.0,10.0
a3d61f24e575a5d7f83e6ed010012734,f,f,t,t,f,f,t,f,,0.0,1.0
a3b216ce075580eae4eef7bc1436d378,f,f,t,t,f,t,t,f,,0.0,5.0
a35a80ee63b9db5b56d8d9baffa790a3,f,f,f,f,f,f,f,f,50.0,0.0,2.0
a26c193737a4e497a8eada4efad7f044,f,f,t,t,f,t,t,f,,0.0,4.0
a1b958b395ef9a3036e8a6a392e6a1a1,f,f,f,t,t,t,f,t,88.0,0.0,19.0
a18c8519a3edb3444823b1af612496e7,f,t,t,t,f,t,t,f,37.0,6.0,4.0
a15a03bb68672b8cb0d6ba28c3c3a327,f,,f,,f,,,,,,
a13f0607d8e17db4058f2531fe7fd5b9,f,f,t,f,f,f,t,f,0.0,0.0,1.0
a0813cef74545ded0bb65cc069ca9e60,f,f,t,t,f,f,t,f,,0.0,1.0
a04c5c79ac2ffa36c60250d59d2ca80d,f,f,t,f,f,f,t,f,0.0,0.0,2.0
9f87c3445a6e9b1484409d3d262263ec,f,f,t,t,t,f,t,f,100.0,0.0,1.0
9f55be6806fecbc7915b449bb6f437f0,f,,f,,f,,,,,,
9f407e03ae4153ad80b7e179714122ec,f,f,f,t,f,t,f,f,33.0,0.0,5.0
9dcf5c083eb0638daf3875c051ecfbf4,f,f,t,f,f,f,t,f,,0.0,2.0
9d6648b24e6c880044b3061c0958391b,f,f,t,f,f,f,t,f,0.0,0.0,1.0
9cdbcbd76ac22ca5388d129c5c3087c2,f,,f,,f,,,,,,
9cc44ed15e6d0e007b6c9bddaac367e9,f,f,t,t,f,t,t,f,,0.0,7.0
9bf028941b07ccfd042e9c41b4a60bf4,f,,f,,f,,,,,,
9bac8bf13a0287ed635c72ce26ddd287,f,f,t,t,t,f,t,f,100.0,0.0,1.0
9b65e0c145a5395b9d97bb387d4a2ffe,f,f,t,t,f,f,t,f,50.0,0.0,2.0
9b64ea72699817c7e4f4dcda1f3b4684,t,t,t,t,t,t,t,f,75.0,2.0,4.0
9b62912faa3deb9379de564703835034,f,f,t,t,f,f,t,f,0.0,0.0,2.0
9a911199d12460b1b417452d6784f75b,f,f,t,t,t,t,t,t,100.0,0.0,3.0
9a7c428b7b33f0e68679c1ea3c831141,f,f,t,t,t,t,t,f,100.0,0.0,3.0
9a73a486878b275d380e9d5694256a97,f,,f,,f,,,,,,
99e11c57a307db37681c300590d997b6,t,t,t,t,t,t,t,f,64.0,4.0,12.0
99c406f05cb78a8ff6ce94fa8abd690d,f,f,t,f,f,f,t,f,50.0,0.0,2.0
99bb3b663c83bc9da18f7075297da79d,f,f,t,f,t,f,t,f,100.0,0.0,2.0
99b852752f196c436a9e84b32cc86624,f,f,t,t,t,t,t,f,71.0,0.0,8.0
9998eee103c5090535012825ad1f10c8,f,t,t,t,f,f,f,f,40.0,8.0,1.0
998b2e35e6a3f3d7745f5f8f6d4e6862,f,f,t,f,t,t,t,f,66.0,0.0,5.0
98c0f89175a855487b011b260e11c0d8,f,f,t,t,f,t,t,f,57.0,0.0,7.0
9810c9bc0e60a4dfc15870e5dc6076b6,f,f,t,f,f,f,t,f,,0.0,1.0
97f83e38b672c082efe1f32019d52da7,f,f,t,t,t,t,t,f,66.0,0.0,3.0
979135b23c6dfad1087f79d3ab63d0e7,t,t,t,t,t,t,t,f,62.0,3.0,7.0
9786e51ee2f21335bae0cf7bb2c02271,f,f,t,t,f,t,t,f,50.0,0.0,7.0
976603330c608fa00b6a865b5e5cac50,f,f,t,t,t,t,t,f,80.0,0.0,5.0
973f73e8522da01576f1b417a170fd1f,f,f,t,t,t,t,t,f,62.0,0.0,9.0
96ed6eec5f26aff5ed7a31874e78b3b7,t,t,t,t,t,t,f,f,66.0,2.0,4.0
96c1ced5aa65035ceef58bb099a89c81,f,f,t,t,f,f,t,f,,0.0,2.0
963bb407a545b2c00c9cbd53479ff07b,t,t,t,t,t,t,t,f,66.0,2.0,4.0
9632edaca1912161230565bd3495a1f4,f,f,t,f,f,f,f,f,50.0,0.0,2.0
9607727b06b3ec2342611d5b4e1442c4,f,f,t,t,f,t,f,f,33.0,0.0,8.0
95a2dab33a721711f58c87d70486ffca,f,,f,,f,,,,,,
9543b2051b1c8948c8cb4fe07acb10aa,f,f,t,f,f,t,t,f,0.0,0.0,3.0
95230fefb550364764c402bb9a7095fd,f,f,f,f,t,f,f,f,100.0,0.0,2.0
94fd072b83c83ab1af0a95812b5bc7ff,t,t,t,t,t,f,t,f,75.0,2.0,2.0
94cb35d5f5e46164b2c729cc8893ab4c,f,f,t,t,f,t,t,f,60.0,0.0,10.0
94b65e1bead76a9970028cfb02fc1e85,f,f,t,f,t,f,t,f,100.0,0.0,1.0
94476c9a291ecb8029b8f62ce8eb2757,f,f,t,t,f,t,f,f,25.0,0.0,4.0
94437e9dd2af622a68ac8d1b26de9e87,f,f,t,f,f,f,f,f,,0.0,0.0
943d7f4cbbb48bea9c7089228230f1ee,f,t,t,t,f,f,f,f,37.0,6.0,2.0
943cee07d903faf7667f44aa2100c5db,f,f,t,t,f,t,f,f,50.0,0.0,8.0
94022c097cb6d82e58387e04b9aeb170,f,f,f,f,t,t,t,f,100.0,0.0,3.0
93ea7b4e355a315c29566e429b9f7804,f,f,t,t,f,t,t,f,33.0,0.0,3.0
93af8d093c878df1a4ef5b6b0615dbc5,f,,f,,f,,,,,,
93a756bcb7a90d29ba4fd9f70917a7d0,f,f,t,t,t,t,t,f,75.0,0.0,5.0
93518395d107aaf854379397f8f869f2,f,,f,,f,,,,,,
93387c8a0a401fab153227b9b2badb4a,f,f,f,t,f,f,f,f,0.0,0.0,1.0
932beb23a17e2c867cebdfdeec0a4a46,f,f,t,t,f,f,t,f,0.0,0.0,2.0
9308749f56c07b87b971c07ecf5e9fef,f,f,t,t,t,t,t,f,80.0,0.0,4.0
91ff4a0f572820cd5e1a8047e6084a63,f,f,t,t,t,t,t,f,90.0,0.0,10.0
91bf9369077e1b1430643129e84cb98e,f,f,t,f,t,t,t,f,66.0,0.0,6.0
91ac5b4e398e1ac3ccc9b1159d300f92,f,t,t,t,f,t,f,f,48.0,2.0,44.0
915e3e74f0a45e5edf8913d7dfdce0c3,f,f,f,f,f,f,f,f,0.0,0.0,1.0
90f4c29174e2b34c7d6e7f90cadcab18,f,f,t,t,t,t,t,f,77.0,0.0,11.0
90f383b477d079136849a7abc5bf7b22,f,f,t,t,f,f,t,f,,0.0,1.0
90adb273ff3dbce9333da1f2e87d2240,f,f,t,f,f,f,t,f,,0.0,1.0
90a4cd1fc8951e33bf3fb7861a4f730f,t,t,t,t,t,f,t,f,100.0,2.0,1.0
9040e49ab39cbfa1aaeded6ced9363d1,f,f,f,f,t,f,f,f,100.0,0.0,1.0
901ae27bfd5cdc6ef3f712df084f9384,f,,f,,f,,,,,,
900727a3ea68b73e5eca316d8a47ff29,f,f,t,t,f,f,t,f,,0.0,1.0
9001d8ef8224eadf948af1375fc9ee98,f,f,f,f,f,f,f,f,,0.0,1.0
8fcc0e730a2403b777bf9e5a66fb0f74,f,t,t,t,f,t,f,f,45.0,3.0,9.0
8faf35f39821099e8f3e3b1ff2ae82a1,f,f,t,t,t,t,t,f,66.0,0.0,5.0
8faa1f2606802242397073487b1aa9f5,f,f,t,t,t,t,f,f,75.0,0.0,4.0
8f32f962fd7c16a705b0e50b00d42ce9,f,f,f,f,f,f,f,f,0.0,0.0,2.0
8dde2fb746b820b2d5614c7895cbad6b,t,t,t,t,t,f,t,f,66.0,2.0,1.0
8d3ab1487bcf80806222e40c6f34117f,f,f,t,f,f,f,t,f,,0.0,1.0
8d20e91b69c5c884b67a20821581b1f1,f,f,t,f,f,t,t,f,0.0,0.0,3.0
8cfdddf0d85669d37168967203988495,f,,f,,f,,,,,,
8cb81cf09a871422e8105d2909a2f35c,f,t,t,f,f,t,t,f,41.0,3.0,15.0
8c6db7f3f3c22b743f823ffdc1318672,f,f,t,t,f,f,t,f,,0.0,1.0
8c6846601e8cf99d9e18f61b71c44e27,f,f,t,f,f,t,f,f,33.0,0.0,5.0
8bb50814927587a51a2f43747f844a21,f,,f,,f,,,,,,
8adbba0aef834d851415f64879171b0b,f,t,t,t,f,t,t,f,40.0,2.0,4.0
8a05ff83fb7267a677ac28e810998259,f,f,f,f,f,f,f,f,,0.0,1.0
898ee0b8ee79cec2e9a22b1982c21c35,t,t,t,t,t,t,t,f,64.0,2.0,25.0
897d520e60ad798b1d3e37807b2b5b0e,f,t,f,t,f,f,f,f,33.0,2.0,1.0
8940cf3dc2b567140e7796f684eb51c2,f,f,t,f,f,f,t,f,0.0,0.0,1.0
892394dcff32baa4e04728ea1c32b100,f,f,t,t,f,f,t,f,,0.0,1.0
886dddaed6fc45cbb86f77ed00ae445d,f,f,t,f,f,f,t,f,0.0,0.0,1.0
884e03466bcbbde2349c03f00461a93b,f,f,t,f,f,f,t,f,,0.0,1.0
8806e4370d97d210a15053867c3aa682,f,t,t,t,f,f,f,f,50.0,7.0,2.0
87f13e60b2edf5f60b7c7a09a06609ae,f,f,t,f,f,f,t,f,0.0,0.0,1.0
87b86ce09e1ce5bd4fb6488568bd3b9b,f,f,t,t,f,f,t,f,,0.0,2.0
873a979ade6597592c6a05d316f7c85a,f,f,t,t,t,f,t,f,100.0,0.0,2.0
86f7f135538142802819d8e722beea55,f,f,f,f,f,f,f,f,,0.0,1.0
86ef4c4ad2ea714af5c6ed8da674a2fa,f,f,t,t,t,f,t,f,100.0,0.0,1.0
86dab7feec7991d4b866a5347912df2f,t,t,t,t,t,t,t,f,100.0,1.0,7.0
86a3d4fcec344d39f42252c4358b2e07,f,,f,,f,,,,,,
8659f0bc1c960f4bab808d77b642ceec,f,f,t,t,f,f,t,f,,0.0,1.0
86546ebc89dbd51493ae25a5488d30d6,f,,f,,f,,,,,,
863076daee7ffa4612c6bb6350c90bc9,f,t,t,f,f,f,t,f,50.0,1.0,1.0
85e85e815a510fe050f3d85ee301a8e8,f,t,t,t,f,f,f,f,28.0,9.0,0.0
8515504e9df31fe090113fd9dd64aed0,f,f,f,t,t,f,f,f,100.0,0.0,2.0
850e0f9219c0f8a19dd87fbcf4075172,f,t,t,t,f,f,f,f,50.0,6.0,0.0
84cee771f809df3244d28a176510240e,f,f,t,t,f,t,f,f,53.0,0.0,14.0
847735d6e4e6fda7cfedacb7b6089815,f,f,f,f,f,f,f,f,,0.0,1.0
8435d36de08dc8a70f7200b2fe3b37c7,f,f,t,t,t,f,t,f,100.0,0.0,2.0
84150182c50694f7347227c58587bfd6,f,f,f,f,t,f,f,f,100.0,0.0,1.0
8410c6f6f9c957f9a6ea75bc848408db,f,f,t,t,t,t,t,f,75.0,0.0,4.0
84028f45546e44e776ac046e3c504506,t,t,t,t,t,t,f,f,80.0,2.0,4.0
83e8e9b14febe712d44517755c039094,f,f,t,t,f,t,t,f,0.0,0.0,3.0
83a89e83f7fb9e640122776125eff857,f,,f,,f,,,,,,
82c141213a3cfd96f793310ebd3ca29a,f,f,t,t,t,t,t,f,75.0,0.0,4.0
82aab9bf3a0093a99fca2bf9ad6a03f3,f,t,t,t,f,f,f,f,40.0,4.0,1.0
8244fe2f0e2ce8eb276d8ff0bfca7880,f,f,t,f,f,f,t,f,0.0,0.0,1.0
82327838c9441165bdc2ee277e69e35a,f,f,t,t,f,f,t,f,,0.0,1.0
8216c50eb784c52fe30722f10e982488,f,f,t,t,f,t,f,f,33.0,0.0,4.0
8215ea03ccc7f5ebee5c54a2ab07d66e,f,f,t,t,t,t,t,f,80.0,0.0,8.0
81d5fa447fb110bfdc860b0ad2a82fbd,t,t,t,t,t,t,t,f,71.0,2.0,5.0
815c2ca04a5df83167613017faca21f6,f,f,f,t,t,f,t,f,100.0,0.0,2.0
81136b43541035e3735afb0b4e98ca38,f,,f,,f,,,,,,
80f8f5c0f9c62a28960c63d35d7264f6,f,f,t,f,f,f,t,f,0.0,0.0,1.0
80d00293de36e894bbd4e4cb46dddd84,f,f,t,t,f,f,t,f,0.0,0.0,2.0
80c8cf6bd3a9b8930647006cad3c3493,f,f,t,f,f,f,t,f,,0.0,1.0
80b9b1006c19845529cc071cfc26a112,f,f,t,t,f,f,t,f,0.0,0.0,1.0
809d16526a077c4c6a82030cce1e3b99,f,f,t,t,t,t,t,f,80.0,0.0,22.0
806d35e73b31ad3293b8aaa7eb43d572,f,f,t,f,f,f,t,f,50.0,0.0,2.0
7fd5d524fff5e92c2ec005001d24edf2,f,t,t,t,f,f,f,f,36.0,4.0,2.0
7fa8a5d42a2b00e2f1eda03ff24da510,f,f,t,t,t,t,f,f,100.0,0.0,8.0
7f689964db758e736dd4b16ce490bc36,f,t,t,t,f,f,f,f,0.0,2.0,0.0
7ef3a14251c426b731d774865334eaff,f,,f,,f,,,,,,
7eaccb567543d22dcb4fc39fad51fac0,t,t,t,t,t,t,t,f,66.0,2.0,3.0
7e903110af6ff89f9717646a2155fa26,f,f,f,f,f,f,t,f,50.0,0.0,2.0
7e840bff9d47b150db9297ca577e8fd0,f,f,t,t,f,t,t,f,60.0,0.0,15.0
7e4595755de1a980533ff813675be6ac,f,f,f,t,t,f,t,f,100.0,0.0,2.0
7d933935f120ab2e47ba373ab6eb6b46,f,t,t,t,f,t,t,f,50.0,4.0,3.0
7d83d85940bf8be714c676562ef90f3c,f,,f,,f,,,,,,
7d62fc4f362637fda2b1b3bddbd851b6,t,t,t,t,t,t,t,f,63.0,4.0,5.0
7d1977d32611be9cb187521952f8836a,f,f,t,t,t,t,t,f,100.0,0.0,3.0
7cefc25e46602f3daaa6da15854135fa,f,t,t,t,f,t,t,f,40.0,4.0,3.0
7cc841226f2d6335994e92707c1ec118,f,f,t,t,f,f,t,f,,0.0,2.0
7cb7e9d9d0beee8128a484a8e2a4564e,f,f,t,f,f,f,f,f,0.0,0.0,2.0
7c29493daaf99227bee4a85a07ab6102,f,f,t,t,f,f,t,f,,0.0,2.0
7c23333ef91890a85a57b4114eb49ae5,f,f,f,f,f,f,f,f,50.0,0.0,2.0
7c0a79e1a73927862d69960f6fdfecb3,f,f,t,t,t,t,t,f,100.0,0.0,3.0
7b6bcb053eab3410d0926b3bf5ab098a,f,f,t,t,t,t,t,f,100.0,0.0,6.0
7b0d239c99dde162c4fe81e84d3eb40a,f,f,t,t,f,f,t,f,50.0,0.0,2.0
7ab4d58ad578056c71c561341b313df8,f,f,t,t,f,t,t,f,,0.0,6.0
7a9b101da071ce828ffce947e1f18792,f,t,t,t,f,t,t,f,33.0,2.0,3.0
7a94ffb382ee95634688307f82731a50,f,f,t,f,f,f,t,f,0.0,0.0,1.0
7a3d0a87be8acdae9b864db10a75f466,f,t,t,t,f,t,t,f,61.0,6.0,19.0
7a143458eb72e2d77050181ed9cd0eab,f,f,f,f,f,f,f,f,,0.0,1.0
7a10025a5817949dd34f34990dd192ef,f,f,t,t,f,f,t,f,,0.0,1.0
79d067850323da5f153ae6b65688f418,f,f,t,t,f,t,t,f,52.0,0.0,23.0
79c75bf909681b23cc09921cfc4673f2,f,t,t,t,t,f,f,f,100.0,2.0,0.0
78667e4dd86b0b9738ab9b51f9392a41,f,,f,,f,,,,,,
78019dcb2765c941d35f2961cea04de6,f,f,f,f,f,f,t,f,,0.0,1.0
77f5658cdf4dcb72305bec92f27e7796,f,f,t,t,f,t,t,f,16.0,0.0,5.0
77ef94ed3276bc51ec81a1a62cadd7cc,f,f,t,f,f,t,t,f,,0.0,4.0
77599993edc01912e3b1f63cbbacc537,f,,f,,f,,,,,,
775278bdd0ce4cfa78206f613003b8b5,f,f,t,t,f,f,t,f,,0.0,1.0
76792f47ea845ee09c35fe7e2f38cffc,f,f,t,f,f,f,t,f,0.0,0.0,1.0
767200f290411044dfa81613838f5476,f,,f,,f,,,,,,
762a1ba6e1d28d5d18a33e8ca733953e,f,f,f,t,t,t,t,f,100.0,0.0,3.0
75eec87808e455a0b8c51acd53734211,f,f,f,f,f,f,f,f,,0.0,1.0
75cba537a69e089fd9cc48e8bd18908f,f,f,t,t,f,t,t,f,58.0,0.0,15.0
75c541322197687abaec38941efd145f,f,f,t,t,f,t,t,f,,0.0,6.0
7539c49579cd06b95bd784a23f1a9a8d,f,f,t,t,t,t,f,f,88.0,0.0,10.0
7529d5eb8ecd46890f4dfc5f65dc4a61,f,t,t,t,f,t,t,t,58.0,3.0,35.0
74feaa5ad1bb2e6805900077c9437214,f,f,t,t,f,t,t,f,42.0,0.0,19.0
74bb36b7b8319c4af033be7179f89208,f,t,t,t,f,t,t,f,50.0,1.0,8.0
746e8bad57a0ff6ea0886da2272526d3,f,f,t,t,t,t,t,f,75.0,0.0,4.0
73e2a859e9d9c395ac367246d630c073,f,f,t,t,f,t,t,f,33.0,0.0,5.0
73bf8649806cc842890486f953f729ba,f,t,f,t,t,f,f,f,100.0,1.0,1.0
73aab34c967d3a1994db7ecd69a5c270,f,f,t,t,t,t,f,f,80.0,0.0,5.0
73a966e582963a6db10d92e2b87afecc,f,f,t,t,f,f,t,f,,0.0,1.0
734e5af23f51b89da19387f8434961ec,f,t,t,t,f,f,t,f,40.0,4.0,2.0
73003cfc9720615648f6564ece994e47,f,f,t,t,f,t,f,f,0.0,0.0,4.0
72e61d8767a45b631404adf30eb3e82f,f,f,f,f,t,f,f,f,100.0,0.0,1.0
72de4b708f7e5a02b48b42588ed7483f,f,f,t,t,f,t,t,f,55.0,0.0,50.0
72b3945f5a11022b591d9bb6f46e0c9c,f,f,t,f,f,t,t,f,40.0,0.0,6.0
72a4a235436de0d6f4ae61c7f313b5fa,f,f,f,f,f,f,f,f,0.0,0.0,1.0
728ea1123ce878a37c3514701c287b48,f,t,t,t,f,f,t,f,50.0,1.0,1.0
727cf488e911439a59ae3b16c15a0c59,f,f,t,f,f,f,t,f,50.0,0.0,2.0
72711bc1cc48ef73bc9222b0d00e8f1d,f,f,f,t,f,t,f,f,0.0,0.0,3.0
71fceb383d87163cd9606a5730afebe2,f,f,t,f,f,f,t,f,50.0,0.0,2.0
71f7a0905708bcf69e9c8b0a7e15662c,f,t,t,t,f,t,f,f,40.0,1.0,21.0
71ca8e535e1016dd398bae53d7ff626e,f,f,t,f,f,f,t,f,0.0,0.0,1.0
715462306fc26b7e7da36bfcaff93f8f,f,f,t,f,f,f,t,f,,0.0,1.0
70ed119d7f2f003a90aff4ea62781175,f,t,t,t,f,t,f,f,53.0,7.0,8.0
70c59ddad6e4fc184103c479e8e3a8df,f,f,t,f,f,t,t,f,,0.0,3.0
70a322b7de23dfb5e4404301fb342265,f,,f,,f,,,,,,
70947de334456d68f89879d24269367b,f,f,f,f,t,f,t,f,100.0,0.0,1.0
70766760da3e4090aa41c2ae60de786b,f,f,f,f,t,f,f,f,100.0,0.0,2.0
701cb2802c9bfd710f42fc70f92fa3f3,f,f,t,t,t,t,f,f,100.0,0.0,5.0
6fd55ad36a4305028d55ea7bc8ed6910,f,t,t,t,f,t,t,f,60.0,2.0,4.0
6f4b82f3d23d1cf9dfd2bb10edc6b4f3,f,f,t,f,t,f,t,f,100.0,0.0,2.0
6f297777287fb4785f427a6944193634,f,,f,,f,,,,,,
6efea69b327f8c8e2cdbe0b8010e1bdc,f,f,f,f,f,f,f,f,,0.0,1.0
6eda0428d24ed49ee1d8e7b461da3470,f,t,f,f,t,f,f,f,100.0,1.0,1.0
6eb6c7b1fcf69a7866979ef43a0a21de,f,,f,,f,,,,,,
6e3518c85097d9c6fb17fa1184a6eb7a,f,f,t,t,f,t,t,f,14.0,0.0,4.0
6de40dd5fc6402eae6b26e37a04ae82a,f,f,t,t,t,f,t,f,100.0,0.0,2.0
6dbe64e97baeea942dc86f218a8a155a,f,t,t,t,f,t,t,f,56.0,1.0,40.0
6d05101d8917e85a595e00c4f18c67b0,f,f,f,t,t,t,f,f,75.0,0.0,7.0
6cf25dd7a7508e08665a05861d2c676e,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6c6e403eb83252c2fd07cdd475ca6da6,f,f,f,f,f,f,t,f,,0.0,1.0
6c567be9294450187e65ef4e82b18c8f,f,f,t,t,t,f,t,f,100.0,0.0,1.0
6c46649d388ad6f0ccf6fbab63479bf4,f,f,f,f,f,f,t,f,,0.0,2.0
6c42e1d6e848c20a1af541c283424664,f,f,t,t,f,t,t,f,20.0,0.0,5.0
6bfa9d1495fb2b8d9938bd23effe5f87,f,f,t,t,f,f,t,f,,0.0,2.0
6b82cca4c941218696de6519a45b5a45,f,f,t,t,f,f,t,f,,0.0,1.0
6b41cf2f5bf210aa46bc8ae913ff243d,f,f,t,t,f,t,t,f,40.0,0.0,3.0
6b315a59cf10cd4cfbc0b872a4d43383,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6af4eefdc65871b3f7c604c429b95762,f,,f,,f,,,,,,
6aab14e1c2563767b7386d4c7f037f75,f,f,t,f,f,f,t,f,0.0,0.0,1.0
6a84ba618fcbafb58d89f9097d82ac76,f,t,f,t,f,t,t,f,50.0,3.0,8.0
69e24fe480985dd299595d00d8effdda,f,f,t,t,t,f,t,f,66.0,0.0,2.0
69b5cff8990c3a409b601902876f5c7b,f,f,t,f,f,f,t,f,,0.0,2.0
69a2afa9e5c9755d9a7c7ad332aacc25,f,f,t,t,f,t,t,f,12.0,0.0,5.0
691a0e59e9eb86833a72bad6acaa4875,f,f,t,t,t,t,f,f,80.0,0.0,5.0
69074bfb6e9d7c06e56274218c9c850f,f,f,t,t,t,f,t,f,100.0,0.0,1.0
68ce782c3457256e3f714e3686563bba,f,f,f,t,f,t,t,f,50.0,0.0,6.0
68a165417adc0a69ee44b546ff2e7793,t,t,t,t,t,t,t,f,75.0,2.0,10.0
6882ba3d56c869a9e9b294a1d33c1004,f,f,t,t,f,f,t,f,50.0,0.0,2.0
6850c567529b4984a586181b917e0fd4,f,t,t,t,f,t,t,f,60.0,3.0,3.0
6849e241ec8e801f728c92a0b9d9d13b,f,f,t,t,t,t,t,f,100.0,0.0,6.0
6737ce1415d231d81b61ab14c4cd10fc,t,t,t,t,t,t,t,f,71.0,1.0,6.0
6707cff8e6c4b998ef33be7f09177567,f,f,f,t,t,t,t,f,66.0,0.0,4.0
